window_id,strategy,rank_column,top_n,train_start,train_end,test_start,test_end,train_objective_score,total_picks,trading_days,average_trade_return,median_trade_return,win_rate,average_daily_portfolio_return,median_daily_portfolio_return,daily_return_std,worst_daily_return,best_daily_return,cumulative_return
1,Optimized V4 Weights,optimized_score,3,2021-09-10,2023-09-10,2023-09-10,2024-03-10,-0.2609944060591074,381,127,4.095748031496063,2.15,0.6036745406824147,4.095748031496063,2.9866666666666664,11.903669433196164,-24.046666666666667,43.589999999999996,7172.618704823829
1,Current Pre Score,pre_score,3,2021-09-10,2023-09-10,2023-09-10,2024-03-10,,381,127,3.230629921259842,1.69,0.5695538057742782,3.230629921259843,1.95,11.361207813709482,-28.436666666666667,58.426666666666655,2626.4529889997993
1,Stock vs Sector 20D,stock_vs_sector_20d_rank_pct,3,2021-09-10,2023-09-10,2023-09-10,2024-03-10,,381,127,7.400787401574803,1.97,0.5826771653543307,7.400787401574802,5.8,18.567526228317966,-24.126666666666665,73.05666666666667,153931.96206594052
1,20D Momentum,return_20d_rank_pct,3,2021-09-10,2023-09-10,2023-09-10,2024-03-10,,381,127,6.4090551181102375,2.48,0.5774278215223098,6.409055118110236,4.373333333333334,16.331827616038773,-20.906666666666666,73.05666666666667,68880.64476581269
1,Relative Strength,relative_strength_rank_pct,3,2021-09-10,2023-09-10,2023-09-10,2024-03-10,,381,127,6.4652493438320215,2.88,0.5853018372703412,6.4652493438320215,4.513333333333333,16.317607538738763,-20.906666666666666,73.05666666666667,73871.64245157565
1,Momentum V4 Quality Fixed,momentum_v4_quality_fixed,3,2021-09-10,2023-09-10,2023-09-10,2024-03-10,,381,127,4.395590551181103,2.42,0.5931758530183727,4.395590551181102,4.1033333333333335,12.43222483875072,-20.099999999999998,44.56666666666666,9734.494948744106
1,Optimized V4 Weights,optimized_score,5,2021-09-10,2023-09-10,2023-09-10,2024-03-10,-0.005232483176728753,635,127,3.863968503937007,2.1,0.6094488188976378,3.863968503937008,3.2060000000000004,9.905486076498141,-20.486,54.617999999999995,7008.385372809317
1,Current Pre Score,pre_score,5,2021-09-10,2023-09-10,2023-09-10,2024-03-10,,635,127,3.9776220472440946,1.68,0.5716535433070866,3.9776220472440946,3.4899999999999998,10.160515402913544,-22.318,43.431999999999995,7760.8017880695015
1,Stock vs Sector 20D,stock_vs_sector_20d_rank_pct,5,2021-09-10,2023-09-10,2023-09-10,2024-03-10,,635,127,5.364251968503937,1.83,0.5669291338582677,5.364251968503936,5.514,12.961342603863928,-16.919999999999998,50.652,30290.78631713921
1,20D Momentum,return_20d_rank_pct,5,2021-09-10,2023-09-10,2023-09-10,2024-03-10,,635,127,5.53940157480315,1.91,0.5653543307086614,5.53940157480315,5.862,11.844564160279669,-20.338,43.874,43487.26713377762
1,Relative Strength,relative_strength_rank_pct,5,2021-09-10,2023-09-10,2023-09-10,2024-03-10,,635,127,5.368188976377953,1.97,0.5700787401574803,5.368188976377953,5.862,11.657335578484533,-20.338,43.874,36210.556124228504
1,Momentum V4 Quality Fixed,momentum_v4_quality_fixed,5,2021-09-10,2023-09-10,2023-09-10,2024-03-10,,635,127,4.489511811023622,2.14,0.5984251968503937,4.489511811023623,4.67,10.035858007677081,-16.872,34.788,14747.297019330892
1,Optimized V4 Weights,optimized_score,10,2021-09-10,2023-09-10,2023-09-10,2024-03-10,0.32867594639029263,1270,127,2.899370078740158,1.495,0.6007874015748031,2.8993700787401573,3.3840000000000003,6.65889883384746,-14.349,19.28,2789.124739288124
1,Current Pre Score,pre_score,10,2021-09-10,2023-09-10,2023-09-10,2024-03-10,,1270,127,3.4997874015748027,1.045,0.5503937007874016,3.4997874015748027,3.367,8.297564421410602,-17.168,34.75,5180.702501106427
1,Stock vs Sector 20D,stock_vs_sector_20d_rank_pct,10,2021-09-10,2023-09-10,2023-09-10,2024-03-10,,1270,127,4.000669291338583,1.65,0.5755905511811024,4.000669291338583,5.044,9.075256730860767,-15.403,29.107000000000006,8909.78189785917
1,20D Momentum,return_20d_rank_pct,10,2021-09-10,2023-09-10,2023-09-10,2024-03-10,,1270,127,4.539236220472441,1.6,0.5598425196850394,4.53923622047244,4.835,9.336652859900955,-16.712,29.226,16756.476638126343
1,Relative Strength,relative_strength_rank_pct,10,2021-09-10,2023-09-10,2023-09-10,2024-03-10,,1270,127,4.488669291338583,1.645,0.5574803149606299,4.488669291338583,4.813000000000001,9.310513813805624,-16.712,29.226,15788.318562668837
1,Momentum V4 Quality Fixed,momentum_v4_quality_fixed,10,2021-09-10,2023-09-10,2023-09-10,2024-03-10,,1270,127,3.6061259842519684,1.685,0.6086614173228346,3.6061259842519684,4.226999999999999,7.320969355315068,-14.354,21.758,6431.607372931492
2,Optimized V4 Weights,optimized_score,3,2022-03-10,2024-03-10,2024-03-10,2024-09-10,1.1472820895357858,387,129,2.5734625322997413,0.58,0.5167958656330749,2.5734625322997418,0.833333333333333,12.284903339871372,-23.823333333333334,37.59666666666667,1012.8207748399609
2,Current Pre Score,pre_score,3,2022-03-10,2024-03-10,2024-03-10,2024-09-10,,387,129,2.8794573643410852,0.86,0.5297157622739018,2.8794573643410857,1.18,12.73414160004716,-21.319999999999997,87.52333333333333,1575.7748634031595
2,Stock vs Sector 20D,stock_vs_sector_20d_rank_pct,3,2022-03-10,2024-03-10,2024-03-10,2024-09-10,,387,129,1.942041343669251,-0.59,0.4806201550387597,1.942041343669251,0.2966666666666666,13.355969647593694,-23.823333333333334,37.59666666666667,316.3666889905766
2,20D Momentum,return_20d_rank_pct,3,2022-03-10,2024-03-10,2024-03-10,2024-09-10,,387,129,2.344108527131783,-0.41,0.48320413436692505,2.3441085271317834,0.1300000000000002,14.042408570358573,-20.92,38.04,530.2808693676695
2,Relative Strength,relative_strength_rank_pct,3,2022-03-10,2024-03-10,2024-03-10,2024-09-10,,387,129,2.411162790697675,-0.41,0.48578811369509045,2.411162790697675,0.3566666666666671,14.018328885109833,-20.92,38.04,588.9301553275546
2,Momentum V4 Quality Fixed,momentum_v4_quality_fixed,3,2022-03-10,2024-03-10,2024-03-10,2024-09-10,,387,129,2.3092506459948314,0.72,0.5633074935400517,2.309250645994832,0.9066666666666663,9.686878566450854,-15.823333333333332,35.86333333333334,1017.3910007555014
2,Optimized V4 Weights,optimized_score,5,2022-03-10,2024-03-10,2024-03-10,2024-09-10,1.1276210326860465,645,129,0.8886666666666666,-0.16,0.4945736434108527,0.8886666666666667,0.08400000000000016,7.996909986571897,-17.694,25.534,112.25388370869412
2,Current Pre Score,pre_score,5,2022-03-10,2024-03-10,2024-03-10,2024-09-10,,645,129,1.891643410852713,0.56,0.517829457364341,1.8916434108527134,0.5399999999999998,9.387776808334376,-17.15,52.324,576.0181988590919
2,Stock vs Sector 20D,stock_vs_sector_20d_rank_pct,5,2022-03-10,2024-03-10,2024-03-10,2024-09-10,,645,129,0.8605891472868218,-0.48,0.47751937984496123,0.8605891472868218,-0.45600000000000007,9.310797436320575,-17.694,27.594,77.23332519433671
2,20D Momentum,return_20d_rank_pct,5,2022-03-10,2024-03-10,2024-03-10,2024-09-10,,645,129,1.145860465116279,-0.69,0.4728682170542636,1.145860465116279,0.55,9.460631721725981,-14.766,27.012,152.07441576536422
2,Relative Strength,relative_strength_rank_pct,5,2022-03-10,2024-03-10,2024-03-10,2024-09-10,,645,129,1.1542480620155038,-0.72,0.4728682170542636,1.1542480620155036,0.55,9.45400703738814,-14.766,27.012,154.9920408225209
2,Momentum V4 Quality Fixed,momentum_v4_quality_fixed,5,2022-03-10,2024-03-10,2024-03-10,2024-09-10,,645,129,1.701209302325581,0.76,0.5643410852713179,1.7012093023255814,0.7059999999999998,6.658081257101237,-9.528,22.892,576.7086368119587
2,Optimized V4 Weights,optimized_score,10,2022-03-10,2024-03-10,2024-03-10,2024-09-10,1.1105008531174236,1290,129,0.8408062015503875,0.46,0.5317829457364341,0.8408062015503875,1.121,5.024918388761279,-11.027,16.403,151.61180137300622
2,Current Pre Score,pre_score,10,2022-03-10,2024-03-10,2024-03-10,2024-09-10,,1290,129,1.6446511627906977,0.575,0.5302325581395348,1.6446511627906977,1.0200000000000002,6.5209942633044395,-10.795,28.514,536.9587322529436
2,Stock vs Sector 20D,stock_vs_sector_20d_rank_pct,10,2022-03-10,2024-03-10,2024-03-10,2024-09-10,,1290,129,0.4543875968992246,-0.35,0.4821705426356589,0.4543875968992249,-0.2620000000000001,6.733722186816142,-12.808000000000002,24.222,35.40591326024154
2,20D Momentum,return_20d_rank_pct,10,2022-03-10,2024-03-10,2024-03-10,2024-09-10,,1290,129,0.5175581395348836,-0.595,0.47674418604651164,0.5175581395348836,-0.08900000000000015,6.604880360511575,-12.367,20.55,48.23951584565145
2,Relative Strength,relative_strength_rank_pct,10,2022-03-10,2024-03-10,2024-03-10,2024-09-10,,1290,129,0.3921472868217054,-0.65,0.47364341085271316,0.3921472868217053,-0.466,6.551837259145302,-12.367,20.55,26.701503640889058
2,Momentum V4 Quality Fixed,momentum_v4_quality_fixed,10,2022-03-10,2024-03-10,2024-03-10,2024-09-10,,1290,129,0.9613953488372096,0.545,0.5387596899224806,0.9613953488372093,0.7810000000000004,4.813591690169171,-9.661,15.581999999999999,197.61518566318887
3,Optimized V4 Weights,optimized_score,3,2022-09-10,2024-09-10,2024-09-10,2025-03-10,2.141656335304441,378,126,11.560449735449737,2.9000000000000004,0.5740740740740741,11.560449735449733,7.751666666666668,31.37748836447536,-56.406666666666666,144.89333333333335,1344093.4245132366
3,Current Pre Score,pre_score,3,2022-09-10,2024-09-10,2024-09-10,2025-03-10,,378,126,9.517116402116402,0.605,0.5211640211640212,9.517116402116402,4.85,32.21076349394386,-56.406666666666666,151.84666666666666,80685.80952016727
3,Stock vs Sector 20D,stock_vs_sector_20d_rank_pct,3,2022-09-10,2024-09-10,2024-09-10,2025-03-10,,378,126,11.63637566137566,2.37,0.5608465608465608,11.636375661375657,9.258333333333333,32.89847515823279,-56.406666666666666,144.89333333333335,692405.213505418
3,20D Momentum,return_20d_rank_pct,3,2022-09-10,2024-09-10,2024-09-10,2025-03-10,,378,126,13.201455026455026,5.51,0.5925925925925926,13.201455026455026,10.368333333333332,35.439521748706944,-56.406666666666666,144.89333333333335,2089366.193872947
3,Relative Strength,relative_strength_rank_pct,3,2022-09-10,2024-09-10,2024-09-10,2025-03-10,,378,126,13.201455026455026,5.51,0.5925925925925926,13.201455026455026,10.368333333333332,35.439521748706944,-56.406666666666666,144.89333333333335,2089366.193872947
3,Momentum V4 Quality Fixed,momentum_v4_quality_fixed,3,2022-09-10,2024-09-10,2024-09-10,2025-03-10,,378,126,11.532407407407407,1.935,0.5740740740740741,11.532407407407405,5.015000000000001,33.428140168663326,-56.406666666666666,183.59333333333333,1039233.2270160299
3,Optimized V4 Weights,optimized_score,5,2022-09-10,2024-09-10,2024-09-10,2025-03-10,1.6326510971461647,630,126,9.4585873015873,1.725,0.553968253968254,9.4585873015873,5.7010000000000005,23.014071970781647,-42.086,91.208,640590.8477572894
3,Current Pre Score,pre_score,5,2022-09-10,2024-09-10,2024-09-10,2025-03-10,,630,126,8.003285714285713,0.72,0.5222222222222223,8.003285714285713,4.406,23.34916213172786,-42.720000000000006,89.796,106049.0315037202
3,Stock vs Sector 20D,stock_vs_sector_20d_rank_pct,5,2022-09-10,2024-09-10,2024-09-10,2025-03-10,,630,126,9.052253968253968,1.705,0.5396825396825397,9.05225396825397,6.9399999999999995,23.398324244932244,-38.912,91.208,341923.0505762344
3,20D Momentum,return_20d_rank_pct,5,2022-09-10,2024-09-10,2024-09-10,2025-03-10,,630,126,9.973539682539686,3.52,0.5777777777777777,9.973539682539684,8.929,24.66452573317421,-48.9,91.208,667847.7467472149
3,Relative Strength,relative_strength_rank_pct,5,2022-09-10,2024-09-10,2024-09-10,2025-03-10,,630,126,9.973539682539686,3.52,0.5777777777777777,9.973539682539684,8.929,24.66452573317421,-48.9,91.208,667847.7467472149
3,Momentum V4 Quality Fixed,momentum_v4_quality_fixed,5,2022-09-10,2024-09-10,2024-09-10,2025-03-10,,630,126,8.382746031746033,1.415,0.5650793650793651,8.38274603174603,3.5679999999999996,23.967750304085367,-45.922000000000004,113.30799999999999,172653.7867132128
3,Optimized V4 Weights,optimized_score,10,2022-09-10,2024-09-10,2024-09-10,2025-03-10,1.6684764862586157,1260,126,6.450079365079365,0.765,0.5444444444444444,6.450079365079365,3.5980000000000008,15.034641023770764,-26.871000000000002,59.271,79779.24413836728
3,Current Pre Score,pre_score,10,2022-09-10,2024-09-10,2024-09-10,2025-03-10,,1260,126,5.633230158730159,0.52,0.5222222222222223,5.633230158730158,4.1735,15.024606131097187,-31.667,50.844,28281.349042235666
3,Stock vs Sector 20D,stock_vs_sector_20d_rank_pct,10,2022-09-10,2024-09-10,2024-09-10,2025-03-10,,1260,126,5.8353174603174605,1.0150000000000001,0.5293650793650794,5.835317460317461,5.4175,15.073403181312862,-26.741000000000003,49.497,35204.039987978074
3,20D Momentum,return_20d_rank_pct,10,2022-09-10,2024-09-10,2024-09-10,2025-03-10,,1260,126,7.281492063492064,1.56,0.542063492063492,7.281492063492063,6.2585,17.85904813084775,-31.974,64.197,121960.56780643575
3,Relative Strength,relative_strength_rank_pct,10,2022-09-10,2024-09-10,2024-09-10,2025-03-10,,1260,126,7.299460317460317,1.54,0.542063492063492,7.299460317460317,6.2585,17.852546028239576,-31.974,64.197,124726.49163365563
3,Momentum V4 Quality Fixed,momentum_v4_quality_fixed,10,2022-09-10,2024-09-10,2024-09-10,2025-03-10,,1260,126,6.168222222222223,0.705,0.5380952380952381,6.168222222222223,3.676,14.786907195699252,-26.871000000000002,53.879999999999995,58390.17148124169
4,Optimized V4 Weights,optimized_score,3,2023-03-10,2025-03-10,2025-03-10,2025-09-10,5.309326317830848,390,130,2.8724871794871794,1.46,0.5333333333333333,2.87248717948718,3.3000000000000007,10.602615057074331,-27.083333333333332,27.25666666666667,1883.0738507252324
4,Current Pre Score,pre_score,3,2023-03-10,2025-03-10,2025-03-10,2025-09-10,,390,130,2.1134358974358975,1.97,0.5692307692307692,2.1134358974358975,0.5500000000000002,8.71296473718119,-16.426666666666666,33.45333333333334,866.0940468927815
4,Stock vs Sector 20D,stock_vs_sector_20d_rank_pct,3,2023-03-10,2025-03-10,2025-03-10,2025-09-10,,390,130,3.1775128205128214,2.605,0.5615384615384615,3.177512820512821,3.3000000000000007,10.9596944630669,-26.823333333333334,26.05333333333333,2652.718261779564
4,20D Momentum,return_20d_rank_pct,3,2023-03-10,2025-03-10,2025-03-10,2025-09-10,,390,130,2.5806153846153843,1.66,0.5384615384615384,2.5806153846153843,1.6166666666666667,9.461742985552599,-23.936666666666667,25.626666666666665,1478.0150022536202
4,Relative Strength,relative_strength_rank_pct,3,2023-03-10,2025-03-10,2025-03-10,2025-09-10,,390,130,2.5116410256410258,1.66,0.5358974358974359,2.5116410256410258,1.3833333333333333,9.517906033926542,-23.936666666666667,25.626666666666665,1335.5855280568285
4,Momentum V4 Quality Fixed,momentum_v4_quality_fixed,3,2023-03-10,2025-03-10,2025-03-10,2025-09-10,,390,130,0.8814102564102567,1.775,0.6102564102564103,0.8814102564102562,1.4466666666666668,8.043930810747554,-24.603333333333335,20.496666666666666,105.14141288559414
4,Optimized V4 Weights,optimized_score,5,2023-03-10,2025-03-10,2025-03-10,2025-09-10,4.20845547064553,650,130,2.6257846153846156,1.66,0.5538461538461539,2.625784615384615,2.153,8.053993850599708,-24.624000000000002,20.94,1836.9377382466305
4,Current Pre Score,pre_score,5,2023-03-10,2025-03-10,2025-03-10,2025-09-10,,650,130,2.2507384615384614,1.525,0.5815384615384616,2.2507384615384614,1.5150000000000001,7.175255335168626,-15.443999999999999,21.498,1217.6384256849447
4,Stock vs Sector 20D,stock_vs_sector_20d_rank_pct,5,2023-03-10,2025-03-10,2025-03-10,2025-09-10,,650,130,2.9942153846153845,2.395,0.583076923076923,2.994215384615385,3.108,9.032317127815869,-27.951999999999998,20.94,2666.556856344205
4,20D Momentum,return_20d_rank_pct,5,2023-03-10,2025-03-10,2025-03-10,2025-09-10,,650,130,2.391246153846154,1.07,0.5215384615384615,2.391246153846154,1.541,8.156766931581892,-19.48,20.94,1329.6811118246744
4,Relative Strength,relative_strength_rank_pct,5,2023-03-10,2025-03-10,2025-03-10,2025-09-10,,650,130,2.407630769230769,1.105,0.5215384615384615,2.407630769230769,1.7889999999999997,8.190777342536842,-19.48,20.94,1354.0678614976523
4,Momentum V4 Quality Fixed,momentum_v4_quality_fixed,5,2023-03-10,2025-03-10,2025-03-10,2025-09-10,,650,130,0.9442461538461536,1.505,0.5892307692307692,0.9442461538461537,1.1929999999999998,7.040308137263649,-25.18,23.166000000000004,146.9862828200825
4,Optimized V4 Weights,optimized_score,10,2023-03-10,2025-03-10,2025-03-10,2025-09-10,3.187713499000682,1300,130,2.1931846153846153,1.435,0.5907692307692308,2.1931846153846157,2.1995000000000005,6.401439537455576,-20.026000000000003,20.118999999999996,1197.6575449201819
4,Current Pre Score,pre_score,10,2023-03-10,2025-03-10,2025-03-10,2025-09-10,,1300,130,2.251292307692307,1.43,0.5776923076923077,2.251292307692308,2.5185000000000004,6.895237038773257,-19.421,22.218,1244.6290071915314
4,Stock vs Sector 20D,stock_vs_sector_20d_rank_pct,10,2023-03-10,2025-03-10,2025-03-10,2025-09-10,,1300,130,2.577784615384615,1.91,0.5930769230769231,2.577784615384615,2.734,7.055463829169753,-24.794,16.907,1894.3584459402891
4,20D Momentum,return_20d_rank_pct,10,2023-03-10,2025-03-10,2025-03-10,2025-09-10,,1300,130,3.0310923076923078,1.8250000000000002,0.5753846153846154,3.0310923076923078,2.6395000000000004,7.446356095950039,-20.359,21.214,3356.8890764396683
4,Relative Strength,relative_strength_rank_pct,10,2023-03-10,2025-03-10,2025-03-10,2025-09-10,,1300,130,3.100492307692307,1.855,0.5769230769230769,3.100492307692307,2.2785,7.378761570473317,-20.359,21.214,3697.3449153740744
4,Momentum V4 Quality Fixed,momentum_v4_quality_fixed,10,2023-03-10,2025-03-10,2025-03-10,2025-09-10,,1300,130,1.5853076923076916,1.38,0.5807692307692308,1.5853076923076919,2.0700000000000003,5.993861757899375,-21.409,16.306,514.1200456670554
5,Optimized V4 Weights,optimized_score,3,2023-09-10,2025-09-10,2025-09-10,2026-03-10,5.7744005360213135,378,126,1.41005291005291,-1.205,0.4523809523809524,1.41005291005291,-0.2716666666666666,14.036107836475828,-27.58666666666667,65.69333333333333,96.70978868549874
5,Current Pre Score,pre_score,3,2023-09-10,2025-09-10,2025-09-10,2026-03-10,,378,126,2.0707142857142857,0.46499999999999997,0.5185185185185185,2.0707142857142857,0.9900000000000003,12.061432010850993,-25.78,48.31666666666666,475.35805582184247
5,Stock vs Sector 20D,stock_vs_sector_20d_rank_pct,3,2023-09-10,2025-09-10,2025-09-10,2026-03-10,,378,126,1.9199206349206346,-0.99,0.47883597883597884,1.9199206349206348,1.9066666666666667,13.966397250953035,-30.25,65.69333333333333,272.12813589822747
5,20D Momentum,return_20d_rank_pct,3,2023-09-10,2025-09-10,2025-09-10,2026-03-10,,378,126,1.4616666666666667,-1.26,0.4497354497354497,1.4616666666666667,-1.76,14.693621792389301,-27.58666666666667,65.69333333333333,89.98535872398539
5,Relative Strength,relative_strength_rank_pct,3,2023-09-10,2025-09-10,2025-09-10,2026-03-10,,378,126,1.4330423280423281,-1.26,0.4497354497354497,1.433042328042328,-1.3216666666666668,14.62236051483308,-27.58666666666667,65.69333333333333,85.55010142104244
5,Momentum V4 Quality Fixed,momentum_v4_quality_fixed,3,2023-09-10,2025-09-10,2025-09-10,2026-03-10,,378,126,2.9704497354497352,0.615,0.5423280423280423,2.9704497354497357,1.19,11.78188000356234,-27.58666666666667,43.276666666666664,1742.0272722094744
5,Optimized V4 Weights,optimized_score,5,2023-09-10,2025-09-10,2025-09-10,2026-03-10,4.373573690727181,630,126,1.5942222222222229,-0.5,0.4793650793650794,1.5942222222222222,-0.046000000000000124,12.497996599064278,-21.826,50.69199999999999,204.14280576391417
5,Current Pre Score,pre_score,5,2023-09-10,2025-09-10,2025-09-10,2026-03-10,,630,126,1.982222222222222,0.53,0.5238095238095238,1.982222222222222,1.4949999999999999,10.311691018558607,-23.856,29.98,540.0194325339412
5,Stock vs Sector 20D,stock_vs_sector_20d_rank_pct,5,2023-09-10,2025-09-10,2025-09-10,2026-03-10,,630,126,1.0610793650793648,-0.51,0.4793650793650794,1.061079365079365,0.1439999999999999,10.62472895586757,-19.236,50.69199999999999,98.18456040172099
5,20D Momentum,return_20d_rank_pct,5,2023-09-10,2025-09-10,2025-09-10,2026-03-10,,630,126,1.6226666666666667,-0.905,0.46825396825396826,1.6226666666666665,-0.5300000000000005,13.011155784479715,-21.826,50.69199999999999,193.58635006140418
5,Relative Strength,relative_strength_rank_pct,5,2023-09-10,2025-09-10,2025-09-10,2026-03-10,,630,126,1.6277142857142857,-1.01,0.4666666666666667,1.627714285714286,-0.6910000000000005,12.99901719291556,-21.826,50.69199999999999,196.15916084802512
5,Momentum V4 Quality Fixed,momentum_v4_quality_fixed,5,2023-09-10,2025-09-10,2025-09-10,2026-03-10,,630,126,2.2572857142857137,1.09,0.5412698412698412,2.257285714285714,1.399,9.746539296268923,-21.746000000000002,31.246,858.3345774736433
5,Optimized V4 Weights,optimized_score,10,2023-09-10,2025-09-10,2025-09-10,2026-03-10,3.21526053513371,1260,126,1.5721269841269838,0.47,0.5246031746031746,1.5721269841269838,0.2745000000000001,8.04850517100822,-14.981,32.967,389.1793281205449
5,Current Pre Score,pre_score,10,2023-09-10,2025-09-10,2025-09-10,2026-03-10,,1260,126,1.4277698412698412,0.62,0.5277777777777778,1.427769841269841,0.6854999999999999,7.0422594455617125,-15.197,19.622,343.86387424451124
5,Stock vs Sector 20D,stock_vs_sector_20d_rank_pct,10,2023-09-10,2025-09-10,2025-09-10,2026-03-10,,1260,126,0.9109444444444448,-0.22,0.48968253968253966,0.9109444444444444,0.14150000000000013,7.591194314789267,-13.646,32.148,123.65296743679947
5,20D Momentum,return_20d_rank_pct,10,2023-09-10,2025-09-10,2025-09-10,2026-03-10,,1260,126,1.178706349206349,-0.42,0.48333333333333334,1.1787063492063494,0.10950000000000025,8.955040604323319,-16.654,30.493000000000002,172.03609124072102
5,Relative Strength,relative_strength_rank_pct,10,2023-09-10,2025-09-10,2025-09-10,2026-03-10,,1260,126,1.133111111111111,-0.42,0.48333333333333334,1.1331111111111112,0.10950000000000025,8.932489680461744,-16.654,30.493000000000002,157.6281078793491
5,Momentum V4 Quality Fixed,momentum_v4_quality_fixed,10,2023-09-10,2025-09-10,2025-09-10,2026-03-10,,1260,126,1.591563492063492,0.745,0.5404761904761904,1.591563492063492,0.7925,7.105642962599267,-14.456,20.697,442.7414279128922
